prefix,origin as,hijack type,hijacker asn,time started,time of last update,time ended,state,duration
5.0.0.0/8,6,E|0|-|-,6,1691660093.003867,1691660093.003867,1691660693.003867,Dormant,10.000000,1,[],[%!d(string=1)]
5.0.0.0/16,6,S|0|-|-,6,1691660159.776548,1691660159.776548,1691660759.776548,Dormant,10.000000,1,[],[%!d(string=1)]
